,Highest Ratio,Average Others,T-Statistic,P-Value,Label
371,0.559322033898305,0.4004237288135593,-3.7578369991437737,0.03293881990782305,Original
372,0.4576271186440678,0.37966101694915255,-5.662208585049302,0.010908789440745359,Original
373,0.4576271186440678,0.3548022598870057,-3.46808249954851,0.04040248651626954,Original
374,0.4406779661016949,0.3711158192090396,-2.4516068885038713,0.09154838744355702,Original
375,0.5084745762711864,0.36271186440677966,-9.86487655643415,0.0022149241738372996,Original
376,0.4576271186440678,0.3713983050847458,-8.050860563356986,0.0040025200155213245,Original
377,0.423728813559322,0.32507062146892657,-2.8491875970653315,0.06515249712984865,Original
378,0.4915254237288136,0.36306497175141245,-6.0781754491615825,0.008940693333973865,Original
379,0.5166666666666667,0.4406779661016949,-5.490939506738963,0.011883974620146622,Original
380,0.559322033898305,0.4046610169491526,-3.190034610277395,0.04970976762287175,Original
381,0.4406779661016949,0.33375706214689266,-2.933998334563753,0.06080396633288608,Original
382,0.4406779661016949,0.3626412429378531,-2.0904012105524146,0.1277280900520854,Original
383,0.4745762711864407,0.3504237288135593,-5.129835675678766,0.014345743161730394,Original
384,0.4067796610169492,0.3543079096045198,-4.181753231671517,0.02491756822152362,Original
